file_name, split, width, height, width_n, height_n
a1994-20080708_at_13h44m41__MG_4350.dng,train,4386,2920,4386,2920
a1611-jn_2007_12_14__BU_CRUISE_234.dng,val,3522,2348,3522,2348
a1541-kme_483.dng,train,3322,4432,3322,4432
a1662-jn_2007_05_06__346.dng,test,3522,2348,3522,2348
a1692-jmac_DSC1701.dng,train,2014,3040,2014,3040
a1566-NKIM_112.dng,train,2602,3908,2602,3908
a1850-IMG_4687.dng,train,4290,2856,4290,2856
a1402-Ja_Pe-90.dng,test,2844,4284,2844,4284
a1551-IMG_4167.dng,train,4290,2856,4290,2856
a1849-kme_010.dng,train,3522,2348,3522,2348
a1744-jmac_MG_0369.dng,train,4386,2920,4386,2920
a1956-JI2E3597.dng,train,3522,2348,3522,2348
a1568-_MG_6479.dng,train,4386,2920,4386,2920
a2005-07-11-20-at-17h05m05s-_MG_5779.dng,train,4386,2920,4386,2920
a1569-kme_334.dng,val,2014,3040,2014,3040
a1747-dgw_046.dng,train,4284,2844,4284,2844
a1885-_DSC1854.dng,train,2844,4284,2844,4284
a1498-07-06-02-at-14h08m33-s_MG_1456.dng,train,4386,2920,4386,2920
a1731-dgw_130.dng,test,4284,2844,4284,2844
a1711-_DGW6251.dng,train,4284,2844,4284,2844
a1812-jmac_DSC3519.dng,test,2613,3900,2613,3900
a1439-IMG_0055.dng,train,4290,2856,4290,2856
a1989-MB_070908_016.dng,train,2920,4386,2920,4386
a1539-dvf_106.dng,train,3920,2638,3920,2638
a2065-IMG_4753.dng,train,2856,4290,2856,4290
a1493-IMG_4697.dng,train,4290,2856,4290,2856
a1516-_DSC2099.dng,train,4284,2844,4284,2844
a1651-kme_275.dng,train,3040,2014,3040,2014
a1723-kme_166.dng,val,3522,2348,3522,2348
a1455-JI2E4407.dng,train,3522,2348,3522,2348
a1867-jmac_DSC3665.dng,train,2014,3040,2014,3040
a1426-DSC_0009-2.dng,train,3040,2014,3040,2014
a2031-WP_CRW_5715.dng,train,3088,2056,3088,2056
a1453-IMG_1662.dng,val,2602,3906,2602,3906
a1975-dgw_075.dng,train,4284,2844,4284,2844
a1750-IMG_4814.dng,train,2856,4290,2856,4290
a1976-_DSC4492.dng,train,4284,2844,4284,2844
a1866-IMG_4998.dng,train,4290,2856,4290,2856
a1482-IMG_1796.dng,test,4290,2856,4290,2856
a2046-WP_IMG_0994.dng,train,4032,3024,4032,3024
a2024-152hunwed.dng,train,2314,3474,2314,3474
a1658-IMG_4056.dng,train,4290,2856,4290,2856
a1512-KE_-1794.dng,train,3040,2014,3040,2014
a1695-JI2E3608.dng,train,3522,2348,3522,2348
a2097-NKIM_MG_6177.dng,train,3908,2602,3908,2602
a2064-IMG_4016.dng,train,4290,2856,4290,2856
a2034-Ja_Pe-80.dng,test,2388,4248,2388,4248
a1508-kme_393.dng,train,2348,3522,2348,3522
a1988-kme_235.dng,train,2348,3522,2348,3522
a1846-MB_20030906_059.dng,train,3088,2056,3088,2056
a1940-jmac_MG_6206.dng,test,4386,2920,4386,2920
a1997-DSC_0005-1.dng,train,3040,2014,3040,2014
a1454-DSC_0028-1.dng,train,3040,2014,3040,2014
a1877-Ja_Pe-50.dng,train,2400,4248,2400,4248
a1766-jmac_DSC1042.dng,train,3040,2014,3040,2014
a1788-IMG_4387.dng,train,2856,4290,2856,4290
a1853-07-11-28-at-17h03m55s-_MG_7857.dng,train,4386,2920,4386,2920
a1575-jmacDSC_0353.dng,test,3040,2014,3040,2014
a2079-jmac_DSC3894.dng,test,2014,3040,2014,3040
a1464-WP_CRW_0406.dng,train,2056,3088,2056,3088
a1484-_DSC4591.dng,train,4284,2844,4284,2844
a1946-IMG_0232.dng,train,4290,2856,4290,2856
a1799-JI2E0449.dng,train,3522,2348,3522,2348
a1787-_MG_3277.dng,train,4386,2920,4386,2920
a1432-WP_CRW_0765.dng,train,3088,2056,3088,2056
a1553-kme_038.dng,train,2602,3908,2602,3908
a1941-MB_20030906_014.dng,train,2056,3088,2056,3088
a1835-_MG_0201.dng,train,2348,3522,2348,3522
a1532-kme_033.dng,train,3908,2602,3908,2602
a1606-kme_447.dng,val,2348,3522,2348,3522
a1660-kme_416.dng,train,3522,2348,3522,2348
a1806-kme_342.dng,train,3040,2014,3040,2014
a1578-kme_008.dng,val,3908,2602,3908,2602
a1892-kme_365.dng,test,2482,1648,2482,1648
a1734-07-11-11-at-11h44m17s-_MG_4537.dng,train,4386,2920,4386,2920
a1917-jmac_MG_5620.dng,train,4386,2920,4386,2920
a1407-MB_20050128_006.dng,train,2348,3522,2348,3522
a1580-DSC_0129-1.dng,train,2014,3040,2014,3040
a1501-_DSC7449.dng,train,2844,4284,2844,4284
a1626-DSC_0189.dng,train,2014,3040,2014,3040
a1840-WP_CRW_8291.dng,train,2056,3088,2056,3088
a1928-dgw_135.dng,train,2844,4284,2844,4284
a1761-JI2E4450.dng,train,3522,2348,3522,2348
a1804-MB_060909_002.dng,train,2920,4386,2920,4386
a1776-dgw_142.dng,train,4284,2844,4284,2844
a1993-_DSC0001-2.dng,train,3040,2014,3040,2014
a1545-IMG_4787.dng,test,4290,2856,4290,2856
a1423-20080624_at_19h53m25__MG_0078.dng,train,4386,2920,4386,2920
a1491-dvf_025.dng,train,2920,4386,2920,4386
a2084-jmac_MG_5592.dng,train,2920,4386,2920,4386
a1963-jmac_MG_1112.dng,train,4386,2920,4386,2920
a1704-jmac_DSC4173.dng,val,2014,3040,2014,3040
a1861-jmac_MG_6054.dng,train,4386,2920,4386,2920
a1434-IMG_1886.dng,train,3522,2348,3522,2348
a2010-kme_487.dng,train,4432,3322,4432,3322
a1882-07-11-23-at-17h04m28s-_MG_6574.dng,train,2920,4386,2920,4386
a1416-07-10-06-at-16h48m40s-_MG_3892.dng,test,2920,4386,2920,4386
a1749-jn_2007_05_06__349.dng,test,2348,3522,2348,3522
a1726-IMG_4057.dng,val,4290,2856,4290,2856
a1435-KE_-0077.dng,train,3032,2024,3032,2024
a2042-dgw_038.dng,train,4284,2844,4284,2844
a2059-_DSC0033-2.dng,test,2014,3040,2014,3040
a1421-_DGW6229.dng,train,4284,2844,4284,2844
a1533-jmac_DSC0879.dng,val,3040,2014,3040,2014
a2090-IMG_4269.dng,train,4290,2856,4290,2856
a1441-dgw_132.dng,test,4284,2844,4284,2844
a1492-jn_2007_05_14__776.dng,train,3522,2348,3522,2348
a1937-IMG_2470.dng,train,4290,2856,4290,2856
a1802-061006_014724__MG_6933.dng,train,4386,2920,4386,2920
a2012-kme_240.dng,train,3908,2602,3908,2602
a2092-kme_165.dng,train,3522,2348,3522,2348
a1852-_DSC8964.dng,train,4284,2844,4284,2844
a1789-jmac_DSC6275.dng,train,2014,3040,2014,3040
a1430-07-11-23-at-21h05m16s-_MG_6685.dng,train,2920,4386,2920,4386
a1739-WP_DSC_0012.dng,val,2616,3900,2616,3900
a1519-IMG_1638.dng,train,2602,3906,2602,3906
a1933-kme_244.dng,train,3908,2602,3908,2602
a1431-dgw_089.dng,train,4284,2844,4284,2844
a1531-IMG_1678.dng,train,3906,2602,3906,2602
a1470-JI2E0443.dng,train,3522,2348,3522,2348
a1633-_DSC5879.dng,train,2844,4284,2844,4284
a1775-dvf_006.dng,test,4386,2920,4386,2920
a1690-061202_195438__MG_9731.dng,val,2920,4386,2920,4386
a1696-Ja_Pe-64.dng,train,4248,2388,4248,2388
a1987-IMG_0017.dng,train,3522,2348,3522,2348
a1414-DSC_0037.dng,test,2014,3040,2014,3040
a1542-NKIM_MG_6191.dng,train,2602,3908,2602,3908
a1735-Ja_Pe-91.dng,train,2844,4284,2844,4284
a1608-IMG_0010.dng,train,2348,3522,2348,3522
a1887-_MG_7973.dng,train,4386,2920,4386,2920
a1594-kme_437.dng,val,3522,2348,3522,2348
a2002-_MG_0225.dng,train,3522,2348,3522,2348
a1949-050703_184716__I2E9375.dng,train,3522,2348,3522,2348
a1851-IMG_3979.dng,train,4290,2856,4290,2856
a2030-_DSC7496.dng,train,4284,2844,4284,2844
a2019-NKIM_MG_6721.dng,train,3908,2602,3908,2602
a1909-KE_-0029-2.dng,train,2024,3032,2024,3032
a1763-kme_536.dng,val,4432,3322,4432,3322
a1442-CRW_0004.dng,train,2176,1448,2176,1448
a1826-jmac_MG_1122.dng,val,4386,2920,4386,2920
a1756-NKIM_MG_0330.dng,val,3908,2602,3908,2602
a1779-07-08-11-at-14h58m37s-N0000114.dng,train,4386,2920,4386,2920
a1841-dvf_086.dng,train,3920,2638,3920,2638
a2028-KE_-2432.dng,train,3040,2014,3040,2014
a1665-jn_20080821_NYC_006.dng,train,2348,3522,2348,3522
a1425-IMG_0885.dng,val,4290,2856,4290,2856
a2066-050815_161922__I2E6478.dng,train,3522,2348,3522,2348
a2001-kme_272.dng,train,3040,2014,3040,2014
a1911-060817_071430__M6A0010.dng,train,3522,2348,3522,2348
a1709-NKIM_MG_3097.dng,test,3908,2602,3908,2602
a1415-kme_074.dng,train,3908,2602,3908,2602
a1610-08-11-09-at-22h58m42s-_MG_3590.dng,train,2920,4386,2920,4386
a1838-NKIM_034.dng,test,3908,2602,3908,2602
a1785-kme_270.dng,val,2388,4248,2388,4248
a2025-IMG_3609.dng,test,4290,2856,4290,2856
a1486-07-11-25-at-10h58m01s-_MG_6923.dng,test,2920,4386,2920,4386
a1961-tc_DSC0712.dng,train,4320,2868,4320,2868
a1648-kme_367.dng,train,2035,3032,2035,3032
a1698-Ja_Pe-70.dng,train,2388,4248,2388,4248
a1477-IMG_0082.dng,train,2314,3474,2314,3474
a1448-WP_CRW_3735.dng,train,2055,3088,2055,3088
a1934-jn_20080509_193.dng,train,2348,3522,2348,3522
a2093-_DSC1652.dng,train,4284,2844,4284,2844
a1793-kme_013.dng,train,3522,2348,3522,2348
a2048-LSYD4O0601.dng,train,5010,3335,5010,3335
a1768-07-08-11-at-17h54m02s-_MG_3365.dng,val,4386,2920,4386,2920
a2054-NKIM_MG_6203.dng,train,3908,2602,3908,2602
a1819-kme_034.dng,train,3908,2602,3908,2602
a2007-kme_055.dng,train,3522,2348,3522,2348
a1620-20080204_113002__MG_0583.dng,test,4386,2920,4386,2920
a1650-jn_2007_12_13__BU_CRUISE_135.dng,train,3522,2348,3522,2348
a1447-kme_500.dng,train,4432,3322,4432,3322
a1820-tc_DSC2003.dng,train,4320,2868,4320,2868
a1915-07-11-27-at-19h34m28s-_MG_7389.dng,train,2920,4386,2920,4386
a1955-07-11-22-at-10h50m10s-_MG_6213.dng,train,4386,2920,4386,2920
a1944-IMG_5079.dng,train,4290,2856,4290,2856
a1668-CRW_0002.dng,train,2176,1448,2176,1448
a1570-IMG_0850.dng,train,4290,2856,4290,2856
a1564-MB_080329_054.dng,val,2920,4386,2920,4386
a1505-Ja_Pe-4.dng,train,2400,4248,2400,4248
a1795-jmac_MG_0165.dng,train,4386,2920,4386,2920
a1547-jmac_DSC3518.dng,train,3040,2014,3040,2014
a2095-07-11-22-at-08h32m36s-_MG_6015.dng,val,4386,2920,4386,2920
a1796-050731_201612__I2E5428.dng,train,2348,3522,2348,3522
a1813-IMG_4237.dng,train,2856,4290,2856,4290
a1686-kme_540.dng,train,3322,4432,3322,4432
a1682-DSC_0010-4.dng,train,3040,2014,3040,2014
a1865-dgw_120.dng,train,4284,2844,4284,2844
a1674-DSC_0013.dng,train,2616,3900,2616,3900
a1673-_DSC2658.dng,train,2844,4284,2844,4284
a1831-WP_CRW_1260.dng,train,3088,2056,3088,2056
a1589-WP_CRW_8115.dng,val,2056,3088,2056,3088
a1781-LS051026_day_10_LL003.dng,train,5010,3335,5010,3335
a1868-WP_CRW_4106.dng,train,3088,2056,3088,2056
a1656-dvf_005.dng,train,4386,2920,4386,2920
a1530-IMG_3780.dng,test,4290,2856,4290,2856
a1562-dvf_105.dng,train,3920,2638,3920,2638
a1914-dgw_080.dng,train,4284,2844,4284,2844
a1996-07-10-06-at-15h02m12s-_MG_3767.dng,test,4386,2920,4386,2920
a2023-DSC_0070-2.dng,train,3040,2014,3040,2014
a2035-_DGW6313.dng,train,4284,2844,4284,2844
a1462-IMG_0764.dng,train,4290,2856,4290,2856
a1843-IMG_2838.dng,train,2856,4290,2856,4290
a1688-MB_070908_012.dng,train,2920,4386,2920,4386
a1602-_DSC3915.dng,train,4284,2844,4284,2844
a1890-07-10-06-at-15h32m38s-_MG_3803.dng,train,2920,4386,2920,4386
a1836-jn_20080803_0681.dng,train,3522,2348,3522,2348
a1419-kme_245.dng,train,3908,2602,3908,2602
a1714-IMG_0109.dng,val,4290,2856,4290,2856
a1456-_DSC2777.dng,train,4284,2844,4284,2844
a1438-NKIM_MG_7977.dng,train,3908,2602,3908,2602
a1644-_DSC0013-2.dng,test,3040,2014,3040,2014
a1824-NKIM_MG_3085.dng,train,3908,2602,3908,2602
a2098-kme_327.dng,train,3040,2014,3040,2014
a2041-_DGW6267.dng,train,4284,2844,4284,2844
a1446-IMG_4236.dng,train,4290,2856,4290,2856
a1869-jmac_DSC3759.dng,train,3040,2014,3040,2014
a1745-NKIM_MG_6667.dng,val,2602,3908,2602,3908
a1641-050707_154744__I2E9457.dng,train,2348,3522,2348,3522
a1740-08-04-27-at-19h51m07s-_78U8088.dng,train,3906,2600,3906,2600
a1965-_I2E6245.dng,train,3522,2348,3522,2348
a1474-_DSC0009-3.dng,train,2014,3040,2014,3040
a1823-kme_426.dng,train,2348,3522,2348,3522
a1672-jmacIMG_0112.dng,train,4032,3024,4032,3024
a1586-kme_287.dng,train,3068,2048,3068,2048
a2053-WP_CRW_0563.dng,train,3088,2055,3088,2055
a1808-_DSC2496.dng,test,4284,2844,4284,2844
a1918-kme_059.dng,train,2602,3908,2602,3908
a1858-050815_174510__I2E6619.dng,train,3522,2348,3522,2348
a1969-_DGW6290.dng,train,4284,2844,4284,2844
a2077-_DSC6928.dng,train,2844,4284,2844,4284
a1847-20051222_141305__MG_0341.dng,train,4386,2920,4386,2920
a1810-IMG_0839.dng,train,4290,2856,4290,2856
a1576-060527_151040__MG_8183.dng,val,2348,3522,2348,3522
a1609-jmac_DSC3787.dng,train,2014,3040,2014,3040
a1814-Ja_Pe-22.dng,train,4248,2400,4248,2400
a1705-_DGW6349.dng,val,4284,2844,4284,2844
a1923-jmac_DSC3763.dng,train,3040,2014,3040,2014
a1992-jmac_DSC1521.dng,test,3040,2014,3040,2014
a1898-dgw_144.dng,train,4284,2844,4284,2844
a1458-kme_111.dng,train,3908,2602,3908,2602
a1728-kme_044.dng,train,2602,3908,2602,3908
a1939-kme_301.dng,train,3068,2048,3068,2048
a1767-_DGW6401.dng,train,4284,2844,4284,2844
a1783-DSC_0012-2.dng,train,2014,3040,2014,3040
a1832-kme_137.dng,train,1944,1296,1944,1296
a1636-_DSC6280.dng,test,4284,2844,4284,2844
a1904-kme_443.dng,train,3522,2348,3522,2348
a1543-WP_CRW_8532.dng,train,2056,3088,2056,3088
a1624-_DSC0158.dng,test,3040,2014,3040,2014
a1635-IMG_0121.dng,test,2602,3908,2602,3908
a1536-jmac_DSC5964.dng,train,3040,2014,3040,2014
a1871-WP_CRW_4510.dng,train,2055,3088,2055,3088
a1561-kme_537.dng,train,4432,3322,4432,3322
a1663-WP_CRW_4843.dng,test,2055,3088,2055,3088
a1932-WP_CRW_0401.dng,train,2056,3088,2056,3088
a1436-MB_040516_055.dng,train,3088,2056,3088,2056
a1958-IMG_5062.dng,train,3906,2602,3906,2602
a1689-kme_064.dng,train,2602,3908,2602,3908
a1986-DSC_0025-2.dng,train,2014,3040,2014,3040
a1715-LSYD4O0733.dng,train,5010,3335,5010,3335
a1855-jmac_MG_0383.dng,train,2920,4386,2920,4386
a1822-WP_CRW_6503.dng,test,2055,3088,2055,3088
a1627-LS_060715_8780.dng,val,5010,3335,5010,3335
a1632-IMG_4283.dng,train,4290,2856,4290,2856
a1980-07-11-08-at-01h16m15s-_MG_4131.dng,train,2920,4386,2920,4386
a1927-_DSC0353.dng,val,3040,2014,3040,2014
a2037-kme_476.dng,train,3522,2348,3522,2348
a1791-kme_331.dng,train,2014,3040,2014,3040
a1546-MB_080329_066.dng,train,4386,2920,4386,2920
a1981-WP_CRW_7751.dng,train,3088,2056,3088,2056
a1521-kme_400.dng,train,3522,2348,3522,2348
a1649-MB_20030906_004.dng,train,2056,3088,2056,3088
a1600-_MG_1298.dng,train,3522,2348,3522,2348
a1417-IMG_0012.dng,train,2602,3908,2602,3908
a1549-tc_DSC1908.dng,train,2868,4320,2868,4320
a1886-kme_496.dng,train,4432,3322,4432,3322
a1679-20050319_103514__E6B0782.dng,train,2348,3522,2348,3522
a1548-_MG_1040.dng,train,2348,3522,2348,3522
a2047-IMG_5163.dng,train,4290,2856,4290,2856
a1427-IMG_4252.dng,train,4290,2856,4290,2856
a2076-KE_-1552.dng,train,2014,3040,2014,3040
a1507-IMG_4564.dng,val,2856,4290,2856,4290
a1582-DSC_0140.dng,train,2014,3040,2014,3040
a1585-Ja_Pe-45.dng,val,4248,2400,4248,2400
a1907-2004-06-08 11-30-22 CRW_0272.dng,val,2055,3088,2055,3088
a1880-_DGW6418.dng,train,4284,2844,4284,2844
a2045-Ja_Pe-93.dng,train,4284,2844,4284,2844
a1827-20041031_095520__E6B7730.dng,test,3522,2348,3522,2348
a1558-jmac_DSC3007.dng,val,3040,2014,3040,2014
a1522-050708_183600__I2E9778.dng,train,3522,2348,3522,2348
a1509-dvf_034.dng,train,4386,2920,4386,2920
a1406-jmac_MG_5303.dng,test,4386,2920,4386,2920
a1974-kme_058.dng,train,2602,3908,2602,3908
a2062-KE_-0066.dng,train,3032,2024,3032,2024
a1889-kme_356.dng,train,2482,1648,2482,1648
a1759-KE_-2044.dng,train,3040,2014,3040,2014
a1926-_DSC3003.dng,train,2844,4284,2844,4284
a1616-_DGW6356.dng,train,4284,2844,4284,2844
a1837-IMG_4575.dng,train,2856,4290,2856,4290
a1828-060330_071502__MG_7620.dng,train,2348,3522,2348,3522
a1676-IMG_4407.dng,train,2856,4290,2856,4290
a1475-dgw_146.dng,train,4284,2844,4284,2844
a1675-kme_357.dng,train,2482,1648,2482,1648
a2051-LS051026_day_10_LL018.dng,train,5010,3335,5010,3335
a2017-dgw_045.dng,train,4284,2844,4284,2844
a1790-07-06-28-at-12h47m57s-_MG_1831.dng,train,4386,2920,4386,2920
a1565-dvf_015.dng,train,4386,2920,4386,2920
a1967-kme_108.dng,train,3908,2602,3908,2602
a1951-CRW_0014.dng,train,2176,1448,2176,1448
a1991-IMG_4624.dng,train,4290,2856,4290,2856
a1718-kme_495.dng,train,3322,4432,3322,4432
a1762-_DGW6326.dng,train,4284,2844,4284,2844
a1966-MB_041009_019.dng,train,2056,3088,2056,3088
a1667-jmacDSC_0246.dng,train,3040,2014,3040,2014
a1485-dvf_042.dng,train,4386,2920,4386,2920
a1854-kme_290.dng,train,3068,2048,3068,2048
a1659-IMG_4181.dng,train,2856,4290,2856,4290
a1712-MB_20030906_090.dng,test,3088,2056,3088,2056
a1884-kme_462.dng,train,3522,2348,3522,2348
a1713-WP_CRW_0100.dng,train,2056,3088,2056,3088
a2006-07-06-02-at-06h00m56-s_MG_1324.dng,train,2920,4386,2920,4386
a1807-_DGW6310.dng,val,4284,2844,4284,2844
a1912-MB_070908_028.dng,train,2920,4386,2920,4386
a1687-_DSC4299.dng,train,4284,2844,4284,2844
a1945-_DSC5903.dng,train,2844,4284,2844,4284
a2069-dvf_061.dng,train,3920,2638,3920,2638
a1913-_DSC5474.dng,train,4284,2844,4284,2844
a1510-_DSC0117.dng,val,3040,2014,3040,2014
a1901-_MG_0357.dng,train,4386,2920,4386,2920
a1818-07-06-28-at-13h38m34s-_MG_1888.dng,train,2920,4386,2920,4386
a1487-20081226_at_16h52m49__MG_3920.dng,train,4386,2920,4386,2920
a1706-kme_562.dng,train,3024,4032,3024,4032
a1506-jn_20081230_Kent_Shelter_012.dng,train,3522,2348,3522,2348
a1772-jmac_DSC0450.dng,train,3040,2014,3040,2014
a1534-kme_586.dng,train,3522,2348,3522,2348
a1972-WP_CRW_9308.dng,train,2056,3088,2056,3088
a1637-jmac_DSC6121.dng,train,3040,2014,3040,2014
a1404-kme_452.dng,train,3522,2348,3522,2348
a1413-07-11-21-at-16h37m24s-_MG_5983.dng,train,4386,2920,4386,2920
a2032-Ja_Pe-31.dng,train,2400,4248,2400,4248
a2021-kme_328.dng,train,3040,2014,3040,2014
a1571-IMG_0403.dng,train,2856,4290,2856,4290
a2033-jn_20070927_0022.dng,train,3522,2348,3522,2348
a2040-DSC_0068.dng,train,3040,2014,3040,2014
a1729-tc_DSC1717.dng,train,4320,2868,4320,2868
a1639-_DSC0006.dng,train,3040,2014,3040,2014
a2072-IMG_2895.dng,train,4290,2856,4290,2856
a1597-DSC_0274.dng,train,2611,3900,2611,3900
a1971-NKIM_MG_6152.dng,train,3908,2602,3908,2602
a1670-NKIM_079.dng,train,3908,2602,3908,2602
a2100-_DSC3268.dng,train,4284,2844,4284,2844
a2038-NKIM_077.dng,train,3908,2602,3908,2602
a1559-jmac_MG_0089.dng,train,4386,2920,4386,2920
a1544-kme_493.dng,train,3024,4032,3024,4032
a2043-kme_429.dng,train,2348,3522,2348,3522
a1780-kme_561.dng,train,4032,3024,4032,3024
a1525-jmac_MG_0646.dng,test,4386,2920,4386,2920
a1864-_MG_6384.dng,train,4386,2920,4386,2920
a1497-_DSC0045.dng,train,2014,3040,2014,3040
a1962-_DSC0103-2.dng,train,3040,2014,3040,2014
a1621-jmac_MG_0344.dng,train,4386,2920,4386,2920
a1870-jmac_MG_6385.dng,train,4386,2920,4386,2920
a1979-kme_084.dng,train,2602,3908,2602,3908
a1612-MB_070908_015.dng,train,2920,4386,2920,4386
a1954-_DGW6380.dng,train,4284,2844,4284,2844
a1938-DSC_0017.dng,val,2014,3040,2014,3040
a1653-WP_CRW_0415.dng,train,3088,2056,3088,2056
a1678-jmac_DSC0846.dng,val,3040,2014,3040,2014
a1916-dvf_065.dng,train,3920,2638,3920,2638
a1528-WP_CRW_1116.dng,test,2056,3088,2056,3088
a2086-NKIM_MG_6107.dng,train,3908,2602,3908,2602
a1567-_DSC0039.dng,train,3040,2014,3040,2014
a1517-IMG_0699.dng,val,4290,2856,4290,2856
a1920-IMG_4166.dng,val,4290,2856,4290,2856
a1732-07-11-11-at-12h06m55s-_MG_4594.dng,train,4386,2920,4386,2920
a1552-jmac_DSC3309.dng,train,2613,3900,2613,3900
a1693-IMG_5069.dng,val,3906,2602,3906,2602
a1643-_DGW6323.dng,train,4284,2844,4284,2844
a1947-jn_20080703_Ebony_002.dng,val,3522,2348,3522,2348
a1873-kme_257.dng,train,3522,2348,3522,2348
a1697-07-12-01-at-11h12m05s-_MG_8492.dng,train,2920,4386,2920,4386
a1879-jn_2007_12_11__BU_CRUISE_044.dng,train,2348,3522,2348,3522
a1725-DSC_0004-4.dng,train,2014,3040,2014,3040
a1556-IMG_0413.dng,train,4290,2856,4290,2856
a1424-kme_185.dng,train,4386,2920,4386,2920
a1707-IMG_0288.dng,train,2602,3906,2602,3906
a1502-NKIM_MG_6279.dng,train,2602,3908,2602,3908
a1592-07-06-01-at-14h20m21-s_MG_1284.dng,train,4386,2920,4386,2920
a1905-DSC_0054.dng,train,2014,3040,2014,3040
a1701-jmac_DSC3938.dng,train,2014,3040,2014,3040
a2091-kme_163.dng,train,3522,2348,3522,2348
a1952-07-12-02-at-12h24m10s-_MG_8944.dng,train,4386,2920,4386,2920
a1931-_DSC2241.dng,train,4284,2844,4284,2844
a1593-_MG_3087.dng,train,4386,2920,4386,2920
a1821-07-11-19-at-14h41m50s-_MG_5129.dng,train,4386,2920,4386,2920
a1513-050715_224628__I2E4105.dng,train,2348,3522,2348,3522
a1613-IMG_4492.dng,train,2856,4290,2856,4290
a1893-_DSC1459.dng,train,2844,4284,2844,4284
a1563-_DGW6307.dng,test,4284,2844,4284,2844
a2083-_DSC3329.dng,train,2844,4284,2844,4284
a1794-_DSC0132.dng,train,3040,2014,3040,2014
a1524-jmacdscf0565.dng,train,3032,2035,3032,2035
a2067-dvf_013.dng,train,4386,2920,4386,2920
a1876-IMG_0152.dng,train,4290,2856,4290,2856
a1769-_DGW6405.dng,train,4284,2844,4284,2844
a1669-NKIM_MG_7498.dng,train,2602,3908,2602,3908
a1897-MB_20030906_094.dng,train,3088,2056,3088,2056
a1816-07-12-02-at-16h13m34s-_MG_8986.dng,train,2920,4386,2920,4386
a1771-20090127_at_18h47m42__MG_4085.dng,train,4386,2920,4386,2920
a1420-kme_324.dng,test,3040,2014,3040,2014
a1942-jn_2007_05_03__133.dng,val,3522,2348,3522,2348
a1888-kme_521.dng,train,4032,3024,4032,3024
a1479-jmac_MG_8030.dng,train,4386,2920,4386,2920
a1647-MB_060909_078.dng,train,2920,4386,2920,4386
a1411-050816_114824__I2E6868.dng,val,3522,2348,3522,2348
a2087-IMG_1560.dng,val,2856,4290,2856,4290
a2013-MB_060909_009.dng,train,4386,2920,4386,2920
a1478-kme_317.dng,train,3032,2024,3032,2024
a1859-kme_347.dng,train,1648,2482,1648,2482
a1573-JI2E3856.dng,train,3522,2348,3522,2348
a1929-dgw_084.dng,train,4284,2844,4284,2844
a1752-kme_125.dng,train,2348,3522,2348,3522
a1514-050708_111324__I2E9652.dng,train,3522,2348,3522,2348
a1874-NKIM_MG_6444.dng,train,3908,2602,3908,2602
a1984-MB_060909_014.dng,val,4386,2920,4386,2920
a1591-IMG_4359.dng,train,2856,4290,2856,4290
a1872-_DSC5412.dng,train,4284,2844,4284,2844
a1619-_MG_2430.dng,train,3522,2348,3522,2348
a1719-kme_283.dng,train,3068,2048,3068,2048
a1895-kme_114.dng,test,3908,2602,3908,2602
a1654-MB_20030906_053.dng,train,3088,2056,3088,2056
a1743-07-06-01-at-14h31m58-s_MG_1288.dng,train,4386,2920,4386,2920
a1614-Ja_Pe-8.dng,train,4248,2400,4248,2400
a1599-kme_499.dng,val,3322,4432,3322,4432
a1540-JI2E3898.dng,train,3522,2348,3522,2348
a1537-WP_CRW_2898.dng,train,2055,3088,2055,3088
a2060-kme_192.dng,train,3522,2348,3522,2348
a1733-IMG_4803.dng,train,2856,4290,2856,4290
a1473-_DSC0065.dng,train,3040,2014,3040,2014
a1451-07-06-28-at-12h47m34s-_MG_1828.dng,train,2920,4386,2920,4386
a1583-dgw_079.dng,train,4284,2844,4284,2844
a2073-kme_461.dng,val,3522,2348,3522,2348
a1716-KE_-0057.dng,train,2024,3032,2024,3032
a1604-IMG_3980.dng,train,4290,2856,4290,2856
a1605-NKIM_MG_8179.dng,train,3908,2602,3908,2602
a1774-jmac_DSC3820.dng,train,2613,3900,2613,3900
a2094-Ja_Pe-47.dng,train,2400,4248,2400,4248
a2029-KE_-0060.dng,train,2024,3032,2024,3032
a1990-IMG_3424.dng,train,2856,4290,2856,4290
a1409-IMG_4840.dng,train,4290,2856,4290,2856
a2055-IMG_4247.dng,val,4290,2856,4290,2856
a1809-2004-01-17 16-07-12 CRW_2859.dng,val,2055,3088,2055,3088
a2063-Ja_Pe-16.dng,train,4248,2400,4248,2400
a1964-DSC_0007.dng,train,3040,2014,3040,2014
a1699-MB_20030906_060.dng,train,2056,3088,2056,3088
a1694-CRW_0172.dng,train,2056,3088,2056,3088
a1856-_DGW6328.dng,train,4284,2844,4284,2844
a1758-07-07-23-at-23h39m31s-_MG_2497.dng,train,4386,2920,4386,2920
a1765-_DSC0073.dng,train,3040,2014,3040,2014
a1607-kme_325.dng,train,2014,3040,2014,3040
a1970-IMG_0035.dng,train,3522,2348,3522,2348
a1742-IMG_0057.dng,train,2602,3908,2602,3908
a2049-IMG_1585.dng,train,4290,2856,4290,2856
a1948-20050602_181057__MG_2829.dng,train,3522,2348,3522,2348
a2015-jn_20080803_0453.dng,train,3522,2348,3522,2348
